sampleID	Bucket	SampleNumber	SampleType	FLWC_Detail	FLWC_Age_Months	FLWC_Location	Sampler_Initials	Bulking_Material_Detail	Composting_Time_Point	Date	Season	Crate_Location	Temp_Top_Bucket_C	Temp_Bottom_Bucket_C	Average_Ambient_Temp	Wt_Bucket_Compost_Kg	Wt_Bucket_Kg	Wt_Compost_Kg	Observations_Outside_Bucket	Observations_Vent_Tube	Visible_Contents_Access_Port	Compost_Temp_C	Compost_Moisture_Percent	Sample_Weight_g	Observed_Sample_Color	Observed_Sample_Moisture	Observed_Sample_Contents	Observed_Sample_Smell	Observed_Sample_Organisms_YN	Organism_Type	Length_Observed_Organism_mm	Compost_pH	Notes_Comments	sample_uuid	Sequenced_16S	Sequenced_18S	Sequenced_ITS	Sequenced_Metagenome
S_99ff75be	2	18	Human Excrement Compost Pre-Roll				JM		6	2021-11-24	Fall	8	12.5	12	12.25	5.2	1.35	3.85		fine grained sawdust; small black flies	fine grained sawdust	13.4	84	2					N			6.2	Changed pH paper to Hydrion					
S_aeed4c30	2	19	Human Excrement Compost				JM		6	2021-11-24	Fall	8	12	12	12	5.2	1.35	3.85		fine grained sawdust in vent tube; small black flies	compacted fine grained sawdust	13.1	62	2.2					N			6	Added 50 mL Invitrogen ultra pure distilled water		Y		Y	
S_2b0f470d	2	20	Added water				JM		6	2021-11-24	Fall																											
S_1a98712a	2	21	Human Excrement Compost Pre-Roll				JM		7	2021-12-02	Fall	9	13	12	12.5	5.2	1.35	3.85		fine grained sawdust; small black flies	compacted fine grained sawdust	11.8	75	2					N			6.2	Water appears to have increased water woisture and samples are a bit darker…maybe water or increased decomposition					
S_22b5ae53	2	22	Human Excrement Compost				JM		7	2021-12-02	Fall	9	13	12	12.5	5.2	1.35	3.85		fine grained sawdust; small black flies	loose fine grained sawdust	11	45	2					N			6	Added 50 mL Invitrogen ultra pure distilled water		Y			Y
S_91d3d379	2	23	Added water				JM		7	2021-12-02	Fall																											
S_2f2448db	2	24	Human Excrement Compost Pre-Roll				JM		8	2021-12-09	Fall	10	11	11	11	5.3	1.35	3.95	small dead black flies on lid	fine grained sawdust; small black flies	fine grained sawdust	11.5		1.8					N			6	Water appears to have increased water woisture and samples are a bit darker…maybe water or increased decomposition					
S_05a6a3d1	2	25	Human Excrement Compost				JM		8	2021-12-09	Fall	10	11	11	11	5.3	1.35	3.95		fine grained sawdust; small black flies	fine grained sawdust	11.3		1.9					N			6			Y		Y	
S_12e0a918	2	26	Human Excrement Compost Pre-Roll				JM		9	2021-12-16		11	8.5	6	7.25	5.2	1.35	3.85		fine grained sawdust; large black flies	fine grained sawdust	9.5	62	2.2					N			6						
S_cdcd7ab9	2	27	Human Excrement Compost				JM		9	2021-12-16		11	8.5	6	7.25	5.2	1.35	3.85		fine grained sawdust; large black flies	fine grained sawdust	9.4	46	2					N			6			Y			Y
S_5a49476c	2	28	Human Excrement Compost Pre-Roll				JM		10	2021-12-23		12	13	12	12.5	5.1	1.35	3.75		fine grained sawdust; large black flies	fine grained sawdust	12.2	63	2					N			7.4						
S_5871ad6c	2	29	Human Excrement Compost				JM		10	2021-12-23		12	14	12	13	5.1	1.35	3.75		fine grained sawdust; large black flies	fine grained sawdust	12.2	72	2.2					N			7			Y		Y	
S_1a8ab82e	2	30	Human Excrement Compost Pre-Roll				JM		11	2021-12-30		13	9	8	8.5	5.2	1.35	3.85		fine grained sawdust	fine grained sawdust	9.6	53	2.2					N			6.2						
S_907d5881	2	31	Human Excrement Compost				JM		11	2021-12-30		13	9	9	9	5.2	1.35	3.85		fine grained sawdust	fine grained sawdust	9.1	51	2.2					N			6.2	Added 100 mL Invitrogen ultra pure distilled water		Y			Y
S_17bb2118	2	32	Added water				JM		11	2021-12-30																												
S_1449cfe0	2	33	Human Excrement Compost Pre-Roll				JM		12	2022-01-06		14	12	11	11.5	5.3	1.35	3.95		fine grained sawdust	fine grained sawdust	10.7	44	2					N			6.2	Added 100 mL Invitrogen ultra pure distilled water					
S_aad43b34	2	34	Added water				JM		12	2022-01-06																												
S_21bb213b	2	35	Human Excrement Compost				JM		12	2022-01-06		14	12	11	11.5	5.4	1.35	4.05		fine grained sawdust	fine grained sawdust	10.4	72	2					N			6.2			Y		Y	
S_3306b2fb	2	36	Human Excrement Compost Pre-Roll				JM		13	2022-01-13		15	11	11	11	5.4	1.35	4.05		fine grained sawdust; large black flies	fine grained sawdust	9.7	74	2					N			6.4	Added 100 mL Invitrogen ultra pure distilled water					
S_ba7a6533	2	37	Added water				JM		13	2022-01-13																												
S_9c0f8e91	2	38	Human Excrement Compost				JM		13	2022-01-13		15	11	11	11	5.4	1.35	4.05		fine grained sawdust; large black flies	fine grained sawdust	9.8	55	2.9					N			6.4			Y			Y
S_ff6b9a06	2	39	Human Excrement Compost Pre-Roll				JM		14	2022-01-20		16	11	10	10.5	5.5	1.35	4.15		fine grained sawdust	fine grained sawdust	10	45	2					N			5	Added 100 mL Invitrogen ultra pure distilled water					
S_567dec6e	2	40	Added water				JM		14	2022-01-20		16																										
S_b4c37d38	2	41	Human Excrement Compost				JM		14	2022-01-20		16	11	11	11	5.5	1.35	4.15		fine grained sawdust	fine grained sawdust	9.7	42	2					N			5			Y		Y	
S_340dd043	2	42	Human Excrement Compost Pre-Roll				JM		15	2022-01-27		17	9	9	9	5.5	1.35	4.15		fine grained sawdust; small black flies	fine grained sawdust	9.6	64	2					N			6.2						
S_839d32ba	2	43	Human Excrement Compost				JM		15	2022-01-27		17	10	10	10	5.5	1.35	4.15		fine grained sawdust; small black flies	fine grained sawdust	9.4	55	2					N			6.2			Y			Y
S_64c3adb2	2	44	Human Excrement Compost Pre-Roll				JM		16	2022-02-03		18	9.5	8	8.75	5.5	1.35	4.15		fine grained sawdust; small black flies	fine grained sawdust	8	68	2					N			6.2						
S_2684b236	2	45	Human Excrement Compost				JM		16	2022-02-03		18	9	8	8.5	5.5	1.35	4.15		fine grained sawdust; small black flies	fine grained sawdust	7.9	58	2					N			6.2			Y		Y	
S_7643d549	2	46	Human Excrement Compost Pre-Roll				LW		17	2022-02-10		19	11.5	11	11.25	5.5	1.35	4.15		fine grained sawdust; small black flies	fine grained sawdust; small black flies	9.4		2					Y	small live black flies	5	6						
S_1b440754	2	47	Human Excrement Compost				LW		17	2022-02-10		19	10.5	10	10.25	5.5	1.35	4.15		fine grained sawdust	fine grained sawdust	9.5		2					N			6.2			Y			Y
S_791f9968	2	48	Human Excrement Compost Pre-Roll				JM		18	2022-02-17		20	10	9	9.5	5.5	1.35	4.15	small dead black flies; small live black flies	fine grained sawdust; small black flies	fine grained sawdust; small black flies	9.6	85	2					N			6						
S_fb5c0dc3	2	49	Human Excrement Compost				JM		18	2022-02-17		20	10	9	9.5	5.5	1.35	4.15		fine grained sawdust; small black flies	fine grained sawdust; small black flies	9.3	70	2					N			5.8			Y	Y	Y	
S_2a017ed0	2	50	Human Excrement Compost Pre-Roll				JM		19	2022-02-24		1	12	12	12	5.4	1.35	4.05		fine grained sawdust; small black flies	fine grained sawdust; small black flies	10.9	69	2					Y	small live black flies	5	5.5						
S_57d47c53	2	51	Human Excrement Compost				JM		19	2022-02-24		1	12	12	12	5.4	1.35	4.05		fine grained sawdust; small black flies	fine grained sawdust; small black flies	12.2	69	2					N			5.5			Y			Y
S_4ad4a820	2	52	Human Excrement Compost Pre-Roll				JM		20	2022-03-03		16	14.5	15	14.75	5.4	1.35	4.05		fine grained sawdust	fine grained sawdust	10.2	83	2					N			5.5						
S_64c661b3	2	53	Human Excrement Compost				JM		20	2022-03-03		16	14.5	15	14.75	5.4	1.35	4.05		fine grained sawdust	fine grained sawdust	12	56	2					N			5.5			Y		Y	
S_2028cad4	2	54	Human Excrement Compost Pre-Roll				TL		21	2022-03-08		3	12	11	11.5	5.4	1.35	4.05		fine grained sawdust	fine grained sawdust	9.9	48	2					N			5.8						
S_73e1ca15	2	55	Human Excrement Compost				TL		21	2022-03-08		3	13	12	12.5	5.4	1.35	4.05		fine grained sawdust	fine grained sawdust	11.2	45	2					N			5.8			Y			Y
S_1be09360	2	56	Human Excrement Compost Pre-Roll				TL		22	2022-03-24		3	12	13	12.5	5.4	1.35	4.05	small dead black flies	fine grained sawdust; small live black flies	live black flies; fine grained sawdust	10.8	80	2					Y	small live black flies	5	5.5						
S_0d61d9d4	2	57	Human Excrement Compost				TL		22	2022-03-04		3	12.5	13	12.75	5.4	1.35	4.05		fine grained sawdust; small live black flies	fine grained sawdust	11	52	2					N			5.5			Y		Y	
S_ee145876	2	58	Human Excrement Compost Pre-Roll				TL		23	2022-03-31		4	14	14	14	5.3	1.35	3.95	small dead black flies	fine grained sawdust; small live black fly	fine grained sawdust; small black flies	11.4	55	2					N			5.5						
S_1b3e7e90	2	59	Human Excrement Compost				TL		23	2022-03-31		4	13.5	14	13.75	5.3	1.35	3.95		fine grained sawdust; small live black fly	fine grained sawdust	11.8	58	2					N			5.5			Y			Y
S_b0cf685e	2	60	Human Excrement Compost Pre-Roll				TL		24	2022-04-07		5	15	14	14.5	5.5	1.35	4.15	small dead black flies	fine grained sawdust; small live black fly	fine grained sawdust	12.3	66	2					N			5.5						
S_3f008c70	2	61	Human Excrement Compost				TL		24	2022-04-07		5	17	15	16	5.5	1.35	4.15		fine grained sawdust; small live black fly	fine grained sawdust	13.5	73	2					N			5.5			Y		Y	
S_430fb8a7	2	62	Human Excrement Compost Pre-Roll				JM		25	2022-04-14		6	15.5	15	15.25	5.2	1.35	3.85		fine grained sawdust	fine grained sawdust	11.2	65	2					N			4						
S_4813a981	2	63	Human Excrement Compost				JM		25	2022-04-14		6	15.5	16	15.75	5.2	1.35	3.85		fine grained sawdust; small live black fly	fine grained sawdust	11.3	71	2					N			4			Y			Y
S_ec92bb41	2	64	Human Excrement Compost Pre-Roll				TL		26	2022-04-21		7	15	15	15	5.1	1.35	3.75	small dead flies	fine grained sawdust; live black flies	fine grained sawdust	12.8	78	2					N			4.2						
S_fe78b4c9	2	65	Human Excrement Compost				TL		26	2022-04-21		7	13	13	13	5.1	1.35	3.75		fine grained sawdust; live black flies	fine grained sawdust	12.1	55	2					N			4.2			Y		Y	
S_ce89ba19	2	66	Human Excrement Compost Pre-Roll				ST		27	2022-04-28		8	13	13	13	5.2	1.35	3.85		fine grained sawdust; live black flies	fine grained sawdust; small black flies	10.4	80	2					N			5.5						
S_e8d8cff2	2	67	Human Excrement Compost				ST		27	2022-04-28		8	13	13	13	5.2	1.35	3.85		fine grained sawdust; live black flies	fine grained sawdust	11.3	61	2					N			5.5			Y			Y
S_47e9795d	2	68	Human Excrement Compost Pre-Roll				ST		28	2022-05-05		9	14	13	13.5	5.2	1.35	3.85	dead small black flies	fine grained sawdust	fine grained sawdust	10.4	79	2					N			5						
S_facaa978	2	69	Human Excrement Compost				ST		28	2022-05-05		9	14	14	14	5.2	1.35	3.85		fine grained sawdust	fine grained sawdust	11.5	85	2					N			5			Y		Y	
S_391e4de7	2	70	Human Excrement Compost Pre-Roll				ST		29	2022-05-12		10	11	10	10.5	5.2	1.35	3.85	dead small black flies	fine grained sawdust	fine grained sawdust; feces	10.7	100	2					N			5						
S_957d203c	2	71	Human Excrement Compost				ST		29	2022-05-12		10	10	10	10	5.2	1.35	3.85		fine grained sawdust	fine grained sawdust;feces	9.8	75	2					N			6			Y			Y
S_9f28f6a7	2	72	Human Excrement Compost Pre-Roll				ST		30	2022-05-19		11	14	14	14	5.1	1.35	3.75	dead and live small black flies	fine grained sawdust	fine grained sawdust	14.6	100	2					N			5						
S_65cc8f3c	2	73	Human Excrement Compost				ST		30	2022-05-19		11	15	15	15	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust	14.1	74	2					N			5.5			Y		Y	
S_61f1d894	2	74	Human Excrement Compost Pre-Roll				ST		31	2022-05-26		12	18	18	18	5.1	1.35	3.75	dead small black flies	fine grained sawdust	fine grained sawdust; feces	14.2	100	2					N			4.5						
S_e1c8d162	2	75	Human Excrement Compost				ST		31	2022-05-26		12	18.5	18	18.25	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust	14.5	75	2					N			4.5			Y			Y
S_18e965e9	2	76	Human Excrement Compost Pre-Roll				ST		32	2022-06-02		13	16.5	16	16.25	5.2	1.35	3.85	dead small black flies	fine grained sawdust	fine grained sawdust; feces	14.1	100	2					N			5						
S_2cb15876	2	77	Human Excrement Compost				ST		32	2022-06-02		13	16.5	16	16.25	5.2	1.35	3.85		fine grained sawdust	fine grained sawdust	14.5	79	2					N			5			Y		Y	
S_a3fa5559	2	78	Human Excrement Compost Pre-Roll				ST		33	2022-06-09		14	21	20	20.5	5.1	1.35	3.75	dead small black flies	fine grained sawdust	fine grained sawdust	16.6	100	2					N			5						
S_b8dd9319	2	79	Human Excrement Compost				ST		33	2022-06-09		14	21	20	20.5	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust	16.8	100	2					N			5			Y			Y
S_adf11507	2	80	Human Excrement Compost Pre-Roll				ST		34	2022-06-16		15	23.5	24	23.75	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust	15.5	81	2					N			4.5						
S_4c214b80	2	81	Human Excrement Compost				ST		34	2022-06-16		15	23	23	23	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust	17.7	87	2					N			4.5			Y		Y	
S_12cfd456	2	82	Human Excrement Compost Pre-Roll				ST		35	2022-06-23		16	22.5	21	21.75	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust; feces	15.6	100	2					N			4						
S_a5a79885	2	83	Human Excrement Compost				ST		35	2022-06-23		16	22.5	21	21.75	5.1	1.35	3.75		fine grained sawdust	fine grained sawdust	17.7	88	2					N			4			Y	Y		Y
S_f92b6ae3	2	84	Human Excrement Compost Pre-Roll				ST		36	2022-06-30		17																										
S_703184c8	2	85	Human Excrement Compost				ST		36	2022-06-30		17	19	19	19	5.1	1.35	3.75	fly tape residue	fine grained sawdust	fine grained sawdust; feces; air pocket	16.8	68	2					N			4			Y		Y	
S_23f1fef7	2	86	Human Excrement Compost Pre-Roll				JM		37	2022-07-07		18																										
S_2087e4a9	2	87	Human Excrement Compost				ST		37	2022-07-07		18	23.5	19	21.25	5.1	1.35	3.75	fly tape residue	fine grained sawdust	fine grained sawdust	15	83	2					N			5			Y			Y
S_b8dfad3c	2	88	Human Excrement Compost Pre-Roll				JM		38	2022-07-14		19																										
S_7cb9bd48	2	89	Human Excrement Compost				ST		38	2022-07-14		19	24.5	23	23.75	5	1.35	3.65	fly tape residue	fine grained sawdust	fine grained sawdust	20.6	83	2					N			4			Y		Y	
S_d9474f62	2	90	Human Excrement Compost				ST		39	2022-07-21		20	18.5	18	18.25	5	1.35	3.65	fly tape residue	fine grained sawdust	fine grained sawdust; feces	17.8	79	2					N			4.5			Y			Y
S_6134dae6	2	91	Human Excrement Compost				ST		40	2022-07-28		1	20	20	20	4.9	1.35	3.55	fly tape residue	fine grained sawdust	fine grained sawdust; feces	18	100	2					N			4.5			Y		Y	
S_26a6b3c0	2	92	Human Excrement Compost				ST		41	2022-08-04		2	18	18	18	4.9	1.35	3.55	fly tape residue	fine grained sawdust; feces; large air pocket	fine grained sawdust; feces	17.6	56	2					N			4.5			Y			Y
S_eb5d57ef	2	93	Human Excrement Compost				ST		42	2022-08-11		3	19	18	18.5	4.9	1.35	3.55	fly tape residue	fine grained sawdust; feces; large air pocket	fine grained sawdust; feces	17.4	100	2					N			4.5			Y		Y	
S_e197f14d	2	94	Human Excrement Compost				JM		43	2022-08-18		4	20	20	20	4.9	1.35	3.55	fly tape residue	fine grained sawdust	fine grained sawdust	16.9	85	2					N			4.5			Y			Y
S_54c042a9	2	95	Human Excrement Compost				ST		44	2022-08-25		5	18	18	18	4.9	1.35	3.55	fly tape residue	fine grained sawdust	fine grained sawdust; feces	16.6	86	2					N			4.5			Y		Y	
S_ce7e0cf3	2	96	Human Excrement Compost				KVO		45	2022-09-01		6	22	22	22	4.9	1.35	3.55	fly tape residue	fine grained sawdust	fine grained sawdust; feces	16.3	64	2					N			4.5			Y			Y
S_a0ce36ff	2	97	Human Excrement Compost				KVO		46	2022-09-08		7	20	20	20	4.9	1.35	3.55		fined grained sawdust	fine grained sawdust	16.4	71	2					N			4.5			Y		Y	
S_acaf5c66	2	98	Human Excrement Compost				KVO		47	2022-09-15		8	16	16	16	4.9	1.35	3.55		fine grained sawdust	fine grained sawdust	14.2	57	2					N			4.5			Y			Y
S_205e222f	2	99	Human Excrement Compost				KVO		48	2022-09-22		9	18	18	18	5	1.35	3.65		fine grained sawdust	fine grained sawdust	16.3	78	2					N			4.5			Y		Y	
S_5bf41571	2	100	Human Excrement Compost				KVO		49	2022-09-29		10	15	15	15	5	1.35	3.65		fine grained sawdust	fine grained sawdust	13.8	69	2					N			4.5			Y			Y
S_43c3af6e	2	101	Human Excrement Compost				KVO		50	2022-10-06		11	16	16	16	4.9	1.35	3.55		fine grained sawdust	fine grained sawdust	13.5	66	2					N			5			Y		Y	
S_2295bcba	2	102	Human Excrement Compost				KVO		51	2022-10-13		12	16	16	16	4.9	1.35	3.55		fine grained sawdust	fine grained sawdust; large air pocket	11.1	81	2					N			5			Y			Y
S_ddff4d96	2	103	Human Excrement Compost				KVO		52	2022-10-20		13	14.5	15	14.75	4.8	1.35	3.45		fine grained sawdust	fine grained sawdust		61	2					N			4.5			Y	Y	Y	
S_35657999	2		Human Excrement Compost				PI			2023-08-03		11	19	19	19	4.6	1.35	3.25		fine grained sawdust	feces, fine grained sawdust	16.1	86	2					N			5	Samples collected; DNA not extracted					
S_990444f9	3	1	Bulking Material				Participant	Fine Grained Sawdust		2021-09-28																									Y	Y		Y
S_b18b31bf	3	2	Inside Toilet Pre Use				Participant			2021-08-20																									Y			Y
S_c4ad1ed7	3	3	Soil Nearby Toilet				Participant			2021-08-20																									Y			Y
S_f9c1b319	3	4	Human Excrement				Participant			2021-09-28																									Y	Y		Y
S_0f1ca35b	3	5	Human Excrement				Participant			2021-10-05																									Y	Y		Y
S_917acded	3	6	Human Excrement				Participant			2021-10-12																									Y	Y		Y
S_6729dd4d	3	7	Human Excrement Compost Pre-Roll				JM		1	2021-10-21	Fall	2	19.8	26.6	23.2	5.2	1.3	3.9		fine grained sawdust	compacted fine grained sawdust	11.6	81	2.1					N			9.5						
S_58d47b0d	3	8	Human Excrement Compost				JM		1	2021-10-21	Fall	2	20.8	20.5	20.65	5.2	1.3	3.9		fine grained sawdust	loose fine grained sawdust	15.9	44	2.4					N			8.5			Y	Y		Y
S_482a5124	3	9	Human Excrement Compost Pre-Roll				JM		2	2021-10-28	Fall	3	23	24	23.5	5.1	1.3	3.8		fine grained sawdust	compact fine grained sawdust	15.1		2.2					N			9.5	Soil moisture probe broken					
S_91e6bf93	3	10	Human Excrement Compost				JM		2	2021-10-28	Fall	3	25	24	24.5	5.1	1.3	3.8		fine grained sawdust	loose fine grained sawdust	18.3		2.1					N			9.5	Soil moisture probe broken		Y		Y	
S_9bf9b240	3	11	Human Excrement Compost Pre-Roll				JM		3	2021-11-04	Fall	4	14.5	12	13.25	5.1	1.3	3.8		fine grained sawdust	fine grained sawdust; feces; toilet paper	12.6		2					N			9.5	Soil moisture probe broken. Started taking access port images; bucket images; and vent tube deep					
S_8a0cf1ba	3	12	Human Excrement Compost				JM		3	2021-11-04	Fall	4	15	13	14	5.1	1.3	3.8		fine grained sawdust	fine grained sawdust; feces; toilet paper	12.8		2.1					N			9.5	Soil moisture probe broken. Started taking access port images; bucket images; and vent tube deep		Y			Y
S_c91bf252	3	13	Human Excrement Compost Pre-Roll				JM		4	2021-11-11	Fall	5	18	18	18	5.2	1.3	3.9		large black flies; fine grained sawdust	fine grained sawdust	13	74	2.3					N			9.5						
S_78cec696	3	14	Human Excrement Compost				JM		4	2021-11-11	Fall	5	18	17	17.5	5.2	1.3	3.9		fine grained sawdust	fine grained sawdust	13.5	52	1.9					Y	large black flies; small black flies	too fast to measure	9.75			Y		Y	
S_86b258eb	3	15	Human Excrement Compost Pre-Roll				JM		5	2021-11-18	Fall	6	17	16	16.5	5.1	1.3	3.8		large black flies; fine grained sawdust	fine grained sawdust	12.3	77	2					N			9.5	Added 100 mL Invitrogen ultra pure distilled water					
S_4c88bb0c	3	16	Added water				JM		5	2021-11-18	Fall																											
S_e7c8ad64	3	17	Human Excrement Compost				JM		5	2021-11-18	Fall	6	18	17	17.5	5.1	1.3	3.8		large black flies; fine grained sawdust	fine grained sawdust	14	67	2.3					N			9.5			Y			Y
S_7bbac10c	3	18	Human Excrement Compost Pre-Roll				JM		6	2021-11-24	Fall	7	11	11	11	5.3	1.3	4		large black flies; fine grained sawdust	fine grained sawdust	12.6	64	1.6					N			7	Added 50 mL Invitrogen ultra pure distilled water					
S_4c370438	3	19	Added water				JM		6	2021-11-24	Fall																											
S_edd12a02	3	20	Human Excrement Compost				JM		6	2021-11-24	Fall	7	11	11	11	5.3	1.3	4		large black flies; fine grained sawdust	fine grained sawdust	11.7	47	2.1					N			6.2			Y		Y	
S_61399369	3	21	Human Excrement Compost Pre-Roll				JM		7	2021-12-02	Fall	8	13	12	12.5	5.2	1.3	3.9		large black flies; fine grained sawdust	fine grained sawdust	11.5	60	2					N			6.8	Water appears to have increased water woisture and samples are a bit darker…maybe water or increased decomposition					
S_7fe5fa58	3	22	Human Excrement Compost				JM		7	2021-12-02	Fall	8	14	13	13.5	5.2	1.3	3.9		large black flies; fine grained sawdust	fine grained sawdust	11.7	54	1.9					N			7			Y			Y
S_6d8d1bcc	3	23	Human Excrement Compost Pre-Roll				JM		8	2021-12-09	Fall	9	11	11	11	5.2	1.3	3.9		large black flies; fine grained sawdust	fine grained sawdust	12.6	80	2					N			6.4	Water appears to have increased water woisture and samples are a bit darker…maybe water or increased decomposition					
